,album_name,artist
240990,Not A Moment Too Soon,Tim McGraw
240991,Dogg Food,Tha Dogg Pound
240995,Music Box,Mariah Carey
240996,Sanctuary: 20 Years Of Windham Hill,Various Artists
240998,Brandy,Brandy
240999,"Young, Rich And Dangerous",Kris Kross
241144,Death Threatz,MC Eiht Featuring CMW
241179,The Great White Hype,Soundtrack
241189,Until The Day,Nonchalant
241191,Str8 Off Tha Streetz Of Muthaphu**in Compton,Eazy-E
241196,Songs In The Key Of X (The X-Files),Various Artists
241199,Where I Stand,Twila Paris
241304,Ear Candy,King's X
241335,Milk & Kisses,Cocteau Twins
241350,Vile,Cannibal Corpse
241357,Chim Chim's Badass Revenge,Fishbone
241380,The In Sound From Way Out!,Beastie Boys
241382,New Moon Daughter,Cassandra Wilson
241390,Soul Food,Goodie Mob
241396,Frogstomp,Silverchair
241533,Trouble At The Henhouse,The Tragically Hip
241545,Insomnia - The Erick Sermon Compilation Album,Various Artists
241567,Bryan White,Bryan White
241577,Actual Miles  Henley's Greatest Hits,Don Henley
241578,Jo Dee Messina,Jo Dee Messina
241581,Liquid Swords,Genius/GZA
241588,The Villains In Black,MC Ren
241589,Strong Enough,BlackHawk
241590,Yes I Am,Melissa Etheridge
241591,MTV Unplugged,KISS
241592,Don't Be A Menace To South Central...,Soundtrack
241594,No Ordinary Man,Tracy Byrd
241595,Roots,Sepultura
241718,All About Love,Johnny Mathis
241771,Energy + Harmony,Planet Soul
241772,Nuevos Senderos,Olga Tanon
241776,The Golden Age,Cracker
241782,Now That I've Found You: A Collection,Alison Krauss
241787,By Heart,Jim Brickman
241788,The Substitute,Soundtrack
241791,Once Upon A Time In America,Smoothe Da Hustler
241795,Medusa,Annie Lennox
241796,The Bends,Radiohead
241900,Bob Mould,Bob Mould
241963,Off Parole,Rappin' 4-Tay
241974,Off The Hook,Xscape
241985,It's What I Do,Billy Dean
241988,I Will Survive (Doin' It My Way),Chantay Savage
241990,1996 Grammy Nominees,Various Artists
241992,Circus,Lenny Kravitz
241995,Kollage,Bahamadia
241999,Bloom,Audio Adrenaline
242156,Pocahontas,Soundtrack
242182,Deborah Cox,Deborah Cox
242184,Colossal Head,Los Lobos
242191,We All Get Lucky Sometimes,Lee Roy Parnell
242196,"Everybody Else Is Doing It, So Why Can't We?",The Cranberries
242199,MTV Party To Go Volume 7,Various Artists
242296,You? Me? Us?,Richard Thompson
242371,Winnie The Pooh Sing-Along,Various Artists
242379,Cell Block Compilation,Various Artists
242381,Conspiracy,Junior M.A.F.I.A.
242385,Live! The Real Deal,Buddy Guy (With G.E. Smith And The SNL Band)
242386,Home,Deep Blue Something
242387,Farewell,Oingo Boingo
242389,Smash,The Offspring
242393,Ballbreaker,AC/DC
242396,One Mo Nigga Ta Go,Yella
242397,IV,Diamond Rio
242398,Road Tested,Bonnie Raitt
242556,Girl 6,Soundtrack
242562,...And Out Come The Wolves,Rancid
242569,Love Lessons,Tracy Byrd
242579,Winnie The Pooh: Take My Hand Songs From The 100 Acre Wood,Various Artists
242580,Friends,Soundtrack
242584,Out With A Bang,David Lee Murphy
242587,Brotherhood,3T
242591,Songs Of West Side Story,Various Artists
242592,Hits Unlimited,2 Unlimited
242595,Looking East,Jackson Browne
242597,Faith,Faith Evans
242598,Saturday Morning Cartoons Greatest Hits,Various Artists
242736,Crossroads 2 (Live In The Seventies),Eric Clapton
242780,It's A Mystery,Bob Seger & The Silver Bullet Band
242785,Dead Man Walking,Soundtrack
242786,Tool Box,Aaron Tippin
242788,Classic Disney Vol. II - 60 Years Of Musical Magic,Various Artists
242795,And The Music Speaks,All-4-One
242797,Greatest Hits,The Beach Boys
242799,Filth Pig,Ministry
242925,Famous Overtures: Vol. III,Rundfunkorchester des Sudweatfutnks Baden-Baden (Arp)
242929,Vivaldi: The Four Seasons,Camerata Antonio Lucio (Francis)
242959,Realms 'N Reality,Cella Dwellas
242973,Beethoven: Symphony No. 5,Junge Suddeutsche Philharmonia (Guller)
242974,Mozart: Piano Concertos Nos. 22 & 24,Leningrad Soloists (Ganitvarg)
242976,Game Related,The Click
242980,Born On A Pirate Ship,Barenaked Ladies
242981,The Postman (Il Postino),Soundtrack
242988,Tierra Gitana,Gipsy Kings
242991,I Feel Alright,Steve Earle
242992,Tapestry Revisited: A Tribute To Carole King,Various Artists
242994,Brahms: Piano Concerto No. 1,Berliner Symphoniker (Marturet)
242995,"Mozart: Violin Concertos No. 1, 2 & 3",Leningrad Soloists (Ganitvarg)
242997,The Gray Race,Bad Religion
242998,16 Most Requested Songs,Bobby Vinton
243130,"Forgiven, Not Forgotten",The Corrs
243164,How Long Has This Been Going On,Van Morrison With Georgie Fame & Friends
243168,Black Love,The Afghan Whigs
243171,Sweet F.A.,Love & Rockets
243184,Groove Theory,Groove Theory
243188,On Top Of The World,8Ball & MJG
243190,WoW-1996: The Year's 30 Top Christian Artists And Songs,Various Artists
243193,Funkmaster Flex: 60 Minutes Of Funk,Funkmaster Flex
243194,Boombastic,Shaggy
243199,Stripped,The Rolling Stones
243294,Surrender To The Air,Surrender To The Air
243359,Bette Of Roses,Bette Midler
243368,The Remix Collection,Boyz II Men
243373,Wild Angels,Martina McBride
243385,Beautiful Girls,Soundtrack
243392,Film Cuts,The Chieftains
243394,Whaler,Sophie B. Hawkins
243395,Desperado,Soundtrack
243397,Silk,Silk
243398,The Celtic Minstrel,James Galway
243578,Short Bus,Filter
243585,Forever Blue,Chris Isaak
243586,Greatest Hits,Lorrie Morgan
243587,Helter Skelter,The D.O.C.
243588,Lovelife,Lush
243590,Fumbling Towards Ecstasy,Sarah McLachlan
243591,Set The Twilight Reeling,Lou Reed
243594,Lore,Clannad
243595,They're All Gonna Laugh At You,Adam Sandler
243701,The Process,Skinny Puppy
243787,Tails,Lisa Loeb & Nine Stories
243791,Shelter,Gary Chapman
243792,Paper Chasin' (4Eva Hustlin'),Suga T.
243793,From Dusk Till Dawn,Soundtrack
243794,"HIStory: Past, Present And Future Book 1",Michael Jackson
243798,Vitalogy,Pearl Jam
243799,Club Mix '95 Volume II,Various Artists
243958,I'm With Stupid,Aimee Mann
243966,Heavy Petting Zoo,NOFX
243987,Old Enough To Know Better,Wade Hayes
243992,Love Songs From The Movies,Various Artists
243994,Thinking About You,Jerald Daemyon
243995,The Ghost Of Tom Joad,Bruce Springsteen
243996,Some Things Are Meant To Be,Linda Davis
243998,Labcabincalifornia,The Pharcyde
243999,All You Can Eat,k.d. lang
244153,From Where???,Mad Skillz
244168,I Remember You,Brian McKnight
244170,Welcome To The Neighborhood,Meat Loaf
244180,Life's So Funny,Joe Diffie
244183,Made In England,Elton John
244187,Not Fade Away (Remembering Buddy Holly),Various Artists
244195,Pure Country (Soundtrack),George Strait
244197,Eternal E,Eazy-E
244198,Jock Rock Volume 2,Various Artists
244358,Mind Of Mystikal,Mystikal
244359,1990 Sick,Spice 1
244385,Example,For Squirrels
244386,Operation Stackola,Luniz
244392,The Lion King,Soundtrack
244394,Another Night,Real McCoy
244399,Jock Rock Volume 1,Various Artists
244526,The Cult Of Ray,Frank Black
244587,Gone,Dwight Yoakam
244588,In Light Syrup,Toad The Wet Sprocket
244599,Toy Story,Soundtrack
244756,Walk On,John Hiatt
244779,I Refuse To Be Lonely,Phyllis Hyman
244781,Victor,Victor
244783,Only Built 4 Cuban Linx...,Raekwon Guest Starring Tony Starks (Ghost Face Killer)
244787,Lucy,Candlebox
244790,Batman Forever,Soundtrack
244791,Tuesday Night Music Club,Sheryl Crow
244794,Dead Presidents,Soundtrack
244796,Southern Gal,Terry Ellis
244797,Life,Simply Red
244799,The Sign,Ace Of Base
244984,Deluxe,Better Than Ezra
244989,Blackface,Shai
244992,Made In Heaven,Queen
244994,The Show,Soundtrack
245141,Christmas In The Aire,Mannheim Steamroller
245187,Sinatra 80th - Live In Concert,Frank Sinatra
245190,Abriendo Puertas,Gloria Estefan
245192,Standing On The Edge,John Berry
245193,Greatest Hits,Little Texas
245195,1200 Curfews,Indigo Girls
245339,Mr. Christmas,Joe Diffie
245358,This Is How We Do It,Montell Jordan
245371,Nobody Else,Take That
245392,In Pictures,Alabama
245395,Candlebox,Candlebox
245396,Time's Makin' Changes - The Best Of Tesla,Tesla
245518,This Is Christmas,Luther Vandross
245556,I Wish,Skee-Lo
245565,Kirk Franklin And The Family Christmas,Kirk Franklin And The Family
245566,Live Through This,Hole
245573,All We Got Iz Us,Onyx
245576,The Music Of Christmas,Steven Curtis Chapman
245583,Rotting Pinata,Sponge
245588,Hundred Year Hall,Grateful Dead
245591,Big Ones,Aerosmith
245594,An All-4-One Christmas,All-4-One
245596,Have Yourself A Tractors Christmas,The Tractors
245597,These Days,Bon Jovi
245598,Read My Mind,Reba McEntire
245681,Sinatra 80th - All The Best,Frank Sinatra
245712,Here's To The Ladies,Tony Bennett
245717,A Winter's Solstice V,Various Artists
245722,R.I.O.T.,Carman
245723,O Holy Night,John Berry
245743,Jazz To The World,Various Artists
245747,Live At Red Rocks,John Tesh
245753,Celtic Christmas,Various Artists
245757,My Utmost For His Highest,Various Artists
245771,Chant II,The Benedictine Monks Of Santo Domingo De Silos
245778,Pulse,Pink Floyd
245780,Looking For Christmas,Clint Black
245781,Barometer Soup,Jimmy Buffett
245783,Greatest Hits Volume Two,Reba McEntire
245788,Oscar & Steve,Mandy Patinkin
245795,Greatest Hits III,Alabama
245946,The Ultimate Christmas Album Volume 2,Various Artists
245960,Christmas Of Hope,Various Artists
245983,Drummer Boy (EP),Jars Of Clay
245994,Disney's Christmas,Sing-Along
245999,The Whole Truth,Point Of Grace
246181,Superstars Of Christmas 1995,Various Artists
246370,Something Special,Dolly Parton
246375,Original Soundtrack 1,Passengers
246384,Double Or Nothing,Erick Sermon
246392,Joe Satriani,Joe Satriani
246572,El Concierto,Luis Miguel
246586,Rated G,Top Authority
246590,Don't Try This At Home,Dangerous Crew
246594,Heaven In The Real World,Steven Curtis Chapman
246595,The Isle Of View,Pretenders
246596,GoldenEye,Soundtrack
246597,No Doubt,Petra
246750,All Of This Love,Pam Tillis
246757,Moods,Will Downing
246761,KRS-One,KRS-One
246770,Box Of Sharpies,Mancow
246783,The Gold Experience,Prince
246788,Rated G,5th Ward Boyz
246792,Doe Or Die,AZ
246793,Alive In America,Steely Dan
246942,New Life,Intro
246947,Jealous One's Envy,Fat Joe
246949,Erasure,Erasure
246963,Reflections,After 7
246972,Contemporary Gospel Christmas,Various Artists
246973,Get Shorty,Soundtrack
246976,"Smile Now, Die Later",Frost
246983,Oyster,Heather Nova
246987,Wrecking Ball,Emmylou Harris
246990,Stomp 442,Anthrax
246993,Moving On,Oleta Adams
246995,Waitin' On Sundown,Brooks & Dunn
246997,"Last Chance, No Breaks",Jamal
246998,Don Juan Demarco,Soundtrack
246999,Raoul And The Kings Of Spain,Tears For Fears
247138,Down South Hustlers,Various Artists
247140,"4,5,6",Kool G Rap
247142,Hold It Down,Das EFX
247173,Honor Among Thieves,Edwin McCain
247174,Outside,David Bowie
247181,Bonafide,Jon B
247184,Idiot's Guide To Classical Music,Various Artists
247187,Gorgeous George,Edwyn Collins
247188,Inner City Blues: The Music Of Marvin Gaye,Various Artists
247193,Elixir,Fourplay
247197,Reachin' Back,Regina Belle
247198,New York Undercover,Soundtrack
247199,Balance,Van Halen
247339,Soup,Blind Melon
247358,Life Is Good,Emilio
247368,Wings,Mark Chesnutt
247372,Mallrats,Soundtrack
247377,The X Factor,Iron Maiden
247380,Working Class Hero: A Tribute To John Lennon,Various Artists
247384,Cinderella: Tribute To A Classic,Various Artists
247389,Mack 10,Mack 10
247392,Let Your Dim Light Shine,Soul Asylum
247393,Post,Bjork
247399,Nola,Down
247534,Strange Days,Soundtrack
247542,Who I Am,Alan Jackson
247547,Curb Servin',WC & The Maad Circle
247564,Jesus Wept,P.M. Dawn
247569,"Hits, Chapter One",Sammy Kershaw
247570,Conversation,Twinz
247577,Wantin' And Havin' It All,Sawyer Brown
247581,Pure Soul,Pure Soul
247582,Home,Blessid Union Of Souls
247584,The Best Of S.O.S. Band,The S.O.S. Band
247587,My Life,Mary J. Blige
247595,Candy Rain,Soul For Real
247596,No Man's Land,Souls Of Mischief
247712,Disco Volante,Mr. Bungle
247739,When Fallen Angels Fly,Patty Loveless
247752,Ugly,Life Of Agony
247764,The RBX Files,RBX
247766,You Have The Right To Remain Silent,Perfect Stranger
247767,Dwellin' In The Labb,JT The Bigga Figga
247775,L.P.,The Rembrandts
247778,What A Crying Shame,The Mavericks
247783,This Is The Shack,The Dove Shack
247785,Blackhawk,BlackHawk
247790,Washing Machine,Sonic Youth
247791,Tracy Lawrence Live,Tracy Lawrence
247793,Head Over Heels,Paula Abdul
247796,Further Down The Spiral (EP),Nine Inch Nails
247797,Amazing Grace: A Country Salute To Gospel,Various Artists
247798,Tales From The Punch Bowl,Primus
247967,Change Of Seasons,Dream Theater
247970,The Road Home,Heart
247971,Ask For It,Hole
247978,Monster,R.E.M.
247982,No Joke!,Meat Puppets
247987,I See It Now,Tracy Lawrence
247989,12 Deadly Cyns...And Then Some,Cyndi Lauper
247992,Hot House,Bruce Hornsby
247993,Days Like This,Van Morrison
247994,Take Me Higher,Diana Ross
247995,Sing Out With One Voice,Ron Kenoly
248128,Exit The Dragon,Urge Overkill
248140,Angus,Soundtrack
248149,The Great Escape,Blur
248173,I Am An Elastic Firecracker,Tripping Daisy
248174,Naked Songs,Rickie Lee Jones
248180,Twisted,Del Amitri
248186,"To Wong Foo, Thanks For Everything! Julie Newmar",Soundtrack
248191,Inside Out,M.C. Hammer
248194,A Live One,Phish
248197,Tower Of Song: The Songs Of Leonard Cohen,Various Artists
248198,Poverty's Paradise,Naughty By Nature
248321,Coast To Coast Motel,G. Love & Special Sauce
248322,South Paw Grammar,Morrissey
248365,Trace,Son Volt
248369,Spanner In The Works,Rod Stewart
248374,Mirror Ball,Neil Young
248377,August And Everything After,Counting Crows
248383,Falling Farther In,October Project
248384,Seeds,Brother Cane
248389,Azz Izz,MoKenStef
248390,The Best Of The Gipsy Kings,Gipsy Kings
248396,Ty England,Ty England
248397,From The Bottom Up,Brownstone
248398,Bedtime Stories,Madonna
248513,Roots To Branches,Jethro Tull
248538,Carved In Stone,Vince Neil
248576,Elastica,Elastica
248586,Boys On The Side,Soundtrack
248587,Jazzmatazz Vol.II New Reality,Guru
248589,The Jazzmasters II,Jazzmasters
248591,Real Brothas,B.G. Knocc Out & Dresta
248595,One,George Jones And Tammy Wynette
248596,New Miserable Experience,Gin Blossoms
248598,You'd Prefer An Astronaut,Hum
248599,Pocahontas Sing-Along (EP),Soundtrack Cast
248767,Alternative,Pet Shop Boys
248779,Jeff Carson,Jeff Carson
248784,Dumb And Dumber,Soundtrack
248787,I Ain't Movin',Des'ree
248788,Redneck Test Volume 43,Jeff Foxworthy
248789,Boheme,Deep Forest
248790,Scent Of Attraction,Patra
248794,Immortal Beloved,Soundtrack
248797,Tical,Method Man
248798,Lead On,George Strait
248983,Tattooed Heart,Aaron Neville
248984,House Of Love,Amy Grant
248988,Hidden Treasures (EP),Megadeth
248989,Songs,Luther Vandross
248994,100% Fun,Matthew Sweet
248998,Greatest Hits 1990-1995,Sawyer Brown
248999,Looking For The Light,Rick Trevino
249170,The Infamous,Mobb Deep
249177,Phantom Of The Rapra,Bushwick Bill
249182,Natural Mystic,Bob Marley And The Wailers
249189,Do You Wanna Ride?,Adina Howard
249191,Free Like We Want 2 B,Ziggy Marley And The Melody Makers
249192,Purple,Stone Temple Pilots
249193,The Concert Of A Lifetime,Ray Boltz
249194,Dance Mix U.S.A. Vol. 3,Various Artists
249195,All-4-One,All-4-One
249196,Tougher Than Love,Diana King
249197,I Heard They Suck...Live,NOFX
249198,An Enchanted Evening,Kitaro
249199,Amor Prohibido,Selena
249348,Studies For The New Zealand Harmonic Piano,Peter Pritchard
249356,The Very Best Of The Manhattan Transfer,The Manhattan Transfer
249369,Apollo 13,Soundtrack
249371,Ten Feet Tall & Bulletproof,Travis Tritt
249374,The Icon Is Love,Barry White
249375,In A Major Way,E-40
249376,Tonin',The Manhattan Transfer
249377,One Emotion,Clint Black
249386,Return To The 36 Chambers,Ol' Dirty Bastard
249387,Anotha Day Anotha Balla,South Circle
249388,Kickin' It Up,John Michael Montgomery
249391,Dwight Live,Dwight Yoakam
249395,"Hold Me, Thrill Me, Kiss Me",Gloria Estefan
249396,Nine Months,Soundtrack
249397,Nineteen Ninety Quad,69 Boyz
249399,The Original,Jeff Foxworthy
249490,Buy-Product,Various Artists
249560,Joe Dirt Car,BoDeans
249566,Bad Boys,Soundtrack
249572,The Bridges Of Madison County,Soundtrack
249585,North Avenue Wake Up Call,Freddy Jones Band
249587,Wholesale Meats And Fishes,Letters To Cleo
249592,The Lion King: Rhythm Of The Pride Lands,Various Artists Featuring Lebo M
249594,2000,Grand Puba
249598,Besides,Sugar
249599,Tales From The Crypt,C-BO
249787,Faces Of Death,B.O.N.E. Enterprise
249792,Stones In The Road,Mary Chapin Carpenter
249793,Third Rock From The Sun,Joe Diffie
249795,Kirk Franklin And The Family,Kirk Franklin And The Family
249797,So Far So Good,Bryan Adams
249965,'Til Shiloh,Buju Banton
249970,Mighty Morphin Power Rangers,Soundtrack
249979,Encomium: A Tribute To Led Zeppelin,Various Artists
249986,Sexsational,Tony Thompson
249988,Fields Of Gold - Best Of Sting 1984-1994,Sting
249993,Surrender,Kut Klose
249998,Thinkin' About You,Trisha Yearwood
250133,Wildlife Concert,John Denver
250171,Tales From The Hood,Soundtrack
250178,Revelations,Special Ed
250180,If I Could Make A Living,Clay Walker
250183,About Time,Pennywise
250184,When And Where,Confederate Railroad
250186,Rhythm Of The Night,Corona
250189,Extremes,Collin Raye
250198,Brothas Doobie,Funkdoobiest
250359,Sleepy Eyed,Buffalo Tom
250371,You Gotta Love That,Neal McCoy
250374,Secrets,Nicki French
250380,Root Down (EP),Beastie Boys
250382,The Lion King Sing-Along (EP),Soundtrack Cast
250383,The Tractors,The Tractors
250389,Adios Amigos,The Ramones
250391,100 Degrees And Rising,Incognito
250392,Red Medicine,Fugazi
250393,What Mattered Most,Ty Herndon
250394,Universal Nubian Voices,U.N.V.
250396,Sex & Violins,Rednex
250399,Live,The Police
250556,New Jersey Drive Vol. 1,Soundtrack
250566,Sittin' On Chrome,Masta Ace Incorporated
250570,MTV Unplugged,Bob Dylan
250578,The Sweetest Days,Vanessa Williams
250582,Beggin' After Dark,H-Town
250586,Night And Day,Chicago
250592,Conversation Peace,Stevie Wonder
250594,A Mi Shabba,Shabba Ranks
250596,Funkdafied,Da Brat
250598,janet.,Janet Jackson
250742,Big Baller,M.C. Breed
250745,The Other Side,Sean Levert
250788,Company Of Strangers,Bad Company
250789,Thinkin' Problem,David Ball
250790,Wild Seed-Wild Flower,Dionne Farris
250799,Deadly Groundz,Fifth Ward Juvenilz
250959,Ballin' Out Of Control,AMG
250970,The Concert Highlights,Barbra Streisand
250976,NASCAR: Runnin' Wide Open,Various Artists
250978,Jamie Walters,Jamie Walters
250986,Panther,Soundtrack
